,t,N_pump,p_pump,eta_pump,tau_pump,tau_turbine,T_gg_comb,Pcc_gg,MR_gg,dp_dt_gg,m_dot_gg_inj_fu,m_dot_gg_inj_ox,p_gg_inj_ox,p_gg_inj_fu,T_me_comb,Pcc_me,MR_me,dp_dt_me,m_dot_me_inj_fu,m_dot_me_inj_ox,p_me_inj_ox,p_me_inj_fu,m_dot_gg_mov,m_dot_gg_mfv,m_dot_me_mov,m_dot_me_mfv
1043,[2.27291538],[2405.18517604],3000000.0,[0.],[1.81171251e-05],[3.39114201],[1179.97513587],[2220713.38197194],[1.8880837],[1360276.27689183],[0.01078507],[0.02036312],[4994915.74718258],[2998115.07601064],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034491],[0.01074913],[0.],[0.]
1044,[2.28571583],[2405.18517604],3000000.0,[0.],[1.81774797e-05],[3.39648589],[1187.50836752],[2230713.38197194],[1.89790094],[-781222.70038551],[0.01070821],[0.02032313],[4995801.4499945],[2999177.66653512],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035474],[0.01077125],[0.],[0.]
1045,[2.29306957],[2405.18517604],3000000.0,[0.],[1.82827355e-05],[3.39113651],[1179.96778738],[2220713.38197194],[1.88807412],[1359852.35075101],[0.01078512],[0.02036311],[4994917.27428134],[2998114.3953732],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034499],[0.0107489],[0.],[0.]
1046,[2.30587216],[2405.18517604],3000000.0,[0.],[1.83431088e-05],[3.39648734],[1187.50941474],[2230713.38197194],[1.8979023],[-781091.8585846],[0.01070821],[0.02032314],[4995804.28104903],[2999173.91690166],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035478],[0.01077104],[0.],[0.]
1047,[2.31322422],[2405.18517604],3000000.0,[0.],[1.84483823e-05],[3.39114029],[1179.97201233],[2220713.38197194],[1.88807963],[1360162.85807708],[0.0107851],[0.02036312],[4994918.30219801],[2998111.02088363],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074889],[0.],[0.]
1048,[2.32602955],[2405.18517604],3000000.0,[0.],[1.85087418e-05],[3.39648966],[1187.51288453],[2230713.38197194],[1.89790683],[-780925.04161917],[0.01070819],[0.02032314],[4995803.74336998],[2999172.53866801],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035473],[0.01077115],[0.],[0.]
1049,[2.33338162],[2405.18517604],3000000.0,[0.],[1.86140378e-05],[3.39114052],[1179.97315361],[2220713.38197194],[1.88808112],[1360160.97608617],[0.01078509],[0.02036312],[4994916.11014759],[2998114.9957574],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034493],[0.01074907],[0.],[0.]
1050,[2.34618254],[2405.18517604],3000000.0,[0.],[1.86743975e-05],[3.3964862],[1187.50853914],[2230713.38197194],[1.89790116],[-781193.8027585],[0.01070821],[0.02032313],[4995802.18014832],[2999176.75084705],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.0107712],[0.],[0.]
1051,[2.35353585],[2405.18517604],3000000.0,[0.],[1.87796572e-05],[3.39113746],[1179.96882926],[2220713.38197194],[1.88807548],[1359931.03013016],[0.01078511],[0.02036311],[4994917.58661746],[2998113.42991591],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034498],[0.01074889],[0.],[0.]
1052,[2.36633925],[2405.18517604],3000000.0,[0.],[1.8840027e-05],[3.39648802],[1187.51041226],[2230713.38197194],[1.8979036],[-781042.7879064],[0.0107082],[0.02032314],[4995804.18174474],[2999173.45308332],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035477],[0.01077107],[0.],[0.]
1053,[2.37369128],[2405.18517604],3000000.0,[0.],[1.89453071e-05],[3.39114043],[1179.9724177],[2220713.38197194],[1.88808016],[1360168.22591178],[0.01078509],[0.02036312],[4994917.7117105],[2998112.07450951],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074894],[0.],[0.]
1054,[2.38649543],[2405.18517604],3000000.0,[0.],[1.90056664e-05],[3.39648873],[1187.5117302],[2230713.38197194],[1.89790532],[-780996.97764411],[0.01070819],[0.02032314],[4995803.30005523],[2999173.69940808],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035474],[0.01077117],[0.],[0.]
1055,[2.39384785],[2405.18517604],3000000.0,[0.],[1.91109527e-05],[3.39113967],[1179.97195868],[2220713.38197194],[1.88807956],[1360096.68846642],[0.01078509],[0.02036311],[4994916.48297392],[2998114.63417677],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074902],[0.],[0.]
1056,[2.40664938],[2405.18517604],3000000.0,[0.],[1.91713152e-05],[3.39648664],[1187.50898007],[2230713.38197194],[1.89790174],[-781156.58271],[0.01070821],[0.02032313],[4995802.70973442],[2999175.9056363],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077116],[0.],[0.]
1057,[2.41400236],[2405.18517604],3000000.0,[0.],[1.92765799e-05],[3.39113823],[1179.96975329],[2220713.38197194],[1.88807668],[1359993.04170123],[0.01078511],[0.02036311],[4994917.64690169],[2998113.01781234],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034498],[0.0107489],[0.],[0.]
1058,[2.42680601],[2405.18517604],3000000.0,[0.],[1.93369469e-05],[3.39648825],[1187.51081883],[2230713.38197194],[1.89790413],[-781027.22092406],[0.0107082],[0.02032314],[4995803.97112106],[2999173.45799139],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035476],[0.0107711],[0.],[0.]
1059,[2.43415812],[2405.18517604],3000000.0,[0.],[1.94422291e-05],[3.39114027],[1179.9723582],[2220713.38197194],[1.88808008],[1360152.60962126],[0.01078509],[0.02036312],[4994917.3722267],[2998112.76839138],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074896],[0.],[0.]
1060,[2.44696155],[2405.18517604],3000000.0,[0.],[1.95025891e-05],[3.39648816],[1187.510983],[2230713.38197194],[1.89790435],[-781040.71478873],[0.0107082],[0.02032314],[4995803.12087629],[2999174.32514732],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035474],[0.01077117],[0.],[0.]
1061,[2.45431414],[2405.18517604],3000000.0,[0.],[1.96078695e-05],[3.39113925],[1179.97133012],[2220713.38197194],[1.88807874],[1360066.42804854],[0.0107851],[0.02036311],[4994916.78628231],[2998114.22914888],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074899],[0.],[0.]
1062,[2.46711621],[2405.18517604],3000000.0,[0.],[1.96682333e-05],[3.39648706],[1187.50944389],[2230713.38197194],[1.89790234],[-781123.30919739],[0.01070821],[0.02032313],[4995803.05108631],[2999175.25992158],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1063,[2.47446896],[2405.18517604],3000000.0,[0.],[1.97735025e-05],[3.39113878],[1179.97044273],[2220713.38197194],[1.88807758],[1360035.76841571],[0.0107851],[0.02036311],[4994917.59033453],[2998112.91724077],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034497],[0.01074891],[0.],[0.]
1064,[2.48727259],[2405.18517604],3000000.0,[0.],[1.98338676e-05],[3.39648826],[1187.51089929],[2230713.38197194],[1.89790424],[-781028.67127322],[0.0107082],[0.02032314],[4995803.75585436],[2999173.65545615],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077111],[0.],[0.]
1065,[2.49462482],[2405.18517604],3000000.0,[0.],[1.99391496e-05],[3.39114002],[1179.97211844],[2220713.38197194],[1.88807977],[1360131.39311468],[0.01078509],[0.02036312],[4994917.20437221],[2998113.17407032],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074897],[0.],[0.]
1066,[2.50742786],[2405.18517604],3000000.0,[0.],[1.99995105e-05],[3.39648785],[1187.51055421],[2230713.38197194],[1.89790379],[-781064.03035366],[0.0107082],[0.02032314],[4995803.08705419],[2999174.60411073],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035474],[0.01077116],[0.],[0.]
1067,[2.5147805],[2405.18517604],3000000.0,[0.],[2.01047877e-05],[3.3911391],[1179.97106191],[2220713.38197194],[1.88807839],[1360056.32313107],[0.0107851],[0.02036311],[4994917.0006746],[2998113.88796596],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074897],[0.],[0.]
1068,[2.52758299],[2405.18517604],3000000.0,[0.],[2.01651519e-05],[3.39648737],[1187.50982378],[2230713.38197194],[1.89790284],[-781098.30783041],[0.01070821],[0.02032313],[4995803.24659969],[2999174.82673871],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077113],[0.],[0.]
1069,[2.53493559],[2405.18517604],3000000.0,[0.],[2.02704245e-05],[3.39113912],[1179.97089652],[2220713.38197194],[1.88807817],[1360061.97059616],[0.0107851],[0.02036311],[4994917.49642455],[2998112.96530629],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074893],[0.],[0.]
1070,[2.54773909],[2405.18517604],3000000.0,[0.],[2.03307885e-05],[3.39648816],[1187.510829],[2230713.38197194],[1.89790415],[-781036.88514332],[0.0107082],[0.02032314],[4995803.58131865],[2999173.89240579],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077113],[0.],[0.]
1071,[2.55509142],[2405.18517604],3000000.0,[0.],[2.04360694e-05],[3.39113979],[1179.97185259],[2220713.38197194],[1.88807942],[1360112.09223826],[0.01078509],[0.02036312],[4994917.14103946],[2998113.37921675],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074897],[0.],[0.]
1072,[2.5678943],[2405.18517604],3000000.0,[0.],[2.04964311e-05],[3.39648771],[1187.51034305],[2230713.38197194],[1.89790351],[-781074.23373477],[0.0107082],[0.02032314],[4995803.12028118],[2999174.68400068],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077115],[0.],[0.]
1073,[2.57524694],[2405.18517604],3000000.0,[0.],[2.06017069e-05],[3.39113909],[1179.97099629],[2220713.38197194],[1.8880783],[1360056.58366218],[0.0107851],[0.02036311],[4994917.13570638],[2998113.64193077],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1074,[2.58804969],[2405.18517604],3000000.0,[0.],[2.06620711e-05],[3.39648758],[1187.51009258],[2230713.38197194],[1.89790319],[-781081.72010206],[0.0107082],[0.02032314],[4995803.3428677],[2999174.56848196],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077113],[0.],[0.]
1075,[2.59540222],[2405.18517604],3000000.0,[0.],[2.07673459e-05],[3.39113931],[1179.97116176],[2220713.38197194],[1.88807852],[1360076.10018293],[0.0107851],[0.02036311],[4994917.40566236],[2998113.06489646],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074894],[0.],[0.]
1076,[2.60820556],[2405.18517604],3000000.0,[0.],[2.08277093e-05],[3.39648805],[1187.5107107],[2230713.38197194],[1.89790399],[-781046.25842489],[0.0107082],[0.02032314],[4995803.4582934],[2999174.09783485],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077113],[0.],[0.]
1077,[2.61555798],[2405.18517604],3000000.0,[0.],[2.09329888e-05],[3.3911396],[1179.97162949],[2220713.38197194],[1.88807913],[1360097.4385862],[0.0107851],[0.02036312],[4994917.13356855],[2998113.46043925],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034495],[0.01074897],[0.],[0.]
1078,[2.62836081],[2405.18517604],3000000.0,[0.],[2.09933512e-05],[3.39648767],[1187.51026408],[2230713.38197194],[1.89790341],[-781076.97704346],[0.0107082],[0.02032314],[4995803.17468398],[2999174.6658303],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077115],[0.],[0.]
1079,[2.63571342],[2405.18517604],3000000.0,[0.],[2.10986267e-05],[3.39113914],[1179.97102737],[2220713.38197194],[1.88807834],[1360061.07888081],[0.0107851],[0.02036311],[4994917.21109816],[2998113.48464782],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1080,[2.64851634],[2405.18517604],3000000.0,[0.],[2.11589907e-05],[3.39648771],[1187.51026154],[2230713.38197194],[1.89790341],[-781071.92100631],[0.0107082],[0.02032314],[4995803.37895926],[2999174.43428376],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077113],[0.],[0.]
1081,[2.65586884],[2405.18517604],3000000.0,[0.],[2.12642668e-05],[3.39113939],[1179.97129595],[2220713.38197194],[1.88807869],[1360082.41823935],[0.0107851],[0.02036311],[4994917.33423711],[2998113.1656637],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1082,[2.66867205],[2405.18517604],3000000.0,[0.],[2.13246298e-05],[3.39648795],[1187.51059636],[2230713.38197194],[1.89790384],[-781054.23941149],[0.0107082],[0.02032314],[4995803.38101833],[2999174.24893175],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1083,[2.67602451],[2405.18517604],3000000.0,[0.],[2.14299083e-05],[3.39113948],[1179.97146884],[2220713.38197194],[1.88807892],[1360087.63174473],[0.0107851],[0.02036311],[4994917.15066916],[2998113.47429517],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1084,[2.68882736],[2405.18517604],3000000.0,[0.],[2.14902711e-05],[3.39648767],[1187.51025545],[2230713.38197194],[1.8979034],[-781076.09178993],[0.0107082],[0.02032314],[4995803.22702077],[2999174.61095081],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1085,[2.69617995],[2405.18517604],3000000.0,[0.],[2.15955467e-05],[3.3911392],[1179.97109205],[2220713.38197194],[1.88807843],[1360066.42479668],[0.0107851],[0.02036311],[4994917.24687109],[2998113.39553422],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1086,[2.70898295],[2405.18517604],3000000.0,[0.],[2.16559104e-05],[3.39648778],[1187.51035544],[2230713.38197194],[1.89790353],[-781066.88031459],[0.0107082],[0.02032314],[4995803.38302859],[2999174.37814347],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077113],[0.],[0.]
1087,[2.71633543],[2405.18517604],3000000.0,[0.],[2.17611872e-05],[3.39113942],[1179.97134922],[2220713.38197194],[1.88807876],[1360084.25061],[0.0107851],[0.02036311],[4994917.28501253],[2998113.24666591],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1088,[2.72913855],[2405.18517604],3000000.0,[0.],[2.18215501e-05],[3.39648788],[1187.51050661],[2230713.38197194],[1.89790373],[-781060.05173911],[0.0107082],[0.02032314],[4995803.33801022],[2999174.34729636],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1089,[2.73649104],[2405.18517604],3000000.0,[0.],[2.19268278e-05],[3.3911394],[1179.97136616],[2220713.38197194],[1.88807879],[1360081.78392559],[0.0107851],[0.02036311],[4994917.17450066],[2998113.45764641],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1090,[2.74929393],[2405.18517604],3000000.0,[0.],[2.19871909e-05],[3.3964877],[1187.5102775],[2230713.38197194],[1.89790343],[-781073.88717198],[0.0107082],[0.02032314],[4995803.26808107],[2999174.55199912],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1091,[2.75664649],[2405.18517604],3000000.0,[0.],[2.20924667e-05],[3.39113926],[1179.97115758],[2220713.38197194],[1.88807851],[1360071.05303084],[0.0107851],[0.02036311],[4994917.2591858],[2998113.3523669],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1092,[2.76944952],[2405.18517604],3000000.0,[0.],[2.21528303e-05],[3.39648781],[1187.5103996],[2230713.38197194],[1.89790359],[-781064.80782024],[0.0107082],[0.02032314],[4995803.37309046],[2999174.36539124],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1093,[2.77680201],[2405.18517604],3000000.0,[0.],[2.22581073e-05],[3.39113942],[1179.97135848],[2220713.38197194],[1.88807878],[1360083.86836738],[0.0107851],[0.02036311],[4994917.25475277],[2998113.30327229],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1094,[2.78960506],[2405.18517604],3000000.0,[0.],[2.23184703e-05],[3.39648783],[1187.51044498],[2230713.38197194],[1.89790365],[-781063.80867535],[0.0107082],[0.02032314],[4995803.31769988],[2999174.40421859],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1095,[2.79695758],[2405.18517604],3000000.0,[0.],[2.24237474e-05],[3.39113936],[1179.97130793],[2220713.38197194],[1.88807871],[1360078.73637783],[0.0107851],[0.02036311],[4994917.19635256],[2998113.43180038],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1096,[2.8097605],[2405.18517604],3000000.0,[0.],[2.24841106e-05],[3.39648773],[1187.51030776],[2230713.38197194],[1.89790347],[-781071.58000437],[0.0107082],[0.02032314],[4995803.29630649],[2999174.50321589],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1097,[2.81711304],[2405.18517604],3000000.0,[0.],[2.25893867e-05],[3.3911393],[1179.9712103],[2220713.38197194],[1.88807858],[1360074.46010516],[0.0107851],[0.02036311],[4994917.25938614],[2998113.33675402],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1098,[2.82991608],[2405.18517604],3000000.0,[0.],[2.26497501e-05],[3.39648782],[1187.51041446],[2230713.38197194],[1.89790361],[-781064.37149799],[0.0107082],[0.02032314],[4995803.35937088],[2999174.37303265],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1099,[2.83726858],[2405.18517604],3000000.0,[0.],[2.27550272e-05],[3.39113941],[1179.9713478],[2220713.38197194],[1.88807876],[1360082.65119246],[0.0107851],[0.02036311],[4994917.23834128],[2998113.33848727],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1100,[2.85007159],[2405.18517604],3000000.0,[0.],[2.28153902e-05],[3.3964878],[1187.51040728],[2230713.38197194],[1.8979036],[-781065.96815568],[0.0107082],[0.02032314],[4995803.31078813],[2999174.43268124],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1101,[2.85742411],[2405.18517604],3000000.0,[0.],[2.29206671e-05],[3.39113934],[1179.97127966],[2220713.38197194],[1.88807867],[1360077.45097438],[0.0107851],[0.02036311],[4994917.21302749],[2998113.40736684],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1102,[2.87022707],[2405.18517604],3000000.0,[0.],[2.29810303e-05],[3.39648775],[1187.51033531],[2230713.38197194],[1.8979035],[-781069.69223564],[0.0107082],[0.02032314],[4995803.31361468],[2999174.46840815],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1103,[2.8775796],[2405.18517604],3000000.0,[0.],[2.30863067e-05],[3.39113933],[1179.97124718],[2220713.38197194],[1.88807863],[1360076.68300688],[0.0107851],[0.02036311],[4994917.25456415],[2998113.33559439],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1104,[2.89038263],[2405.18517604],3000000.0,[0.],[2.31466699e-05],[3.39648781],[1187.51041429],[2230713.38197194],[1.89790361],[-781064.69530395],[0.0107082],[0.02032314],[4995803.34683803],[2999174.38751556],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1105,[2.89773513],[2405.18517604],3000000.0,[0.],[2.3251947e-05],[3.39113939],[1179.97133106],[2220713.38197194],[1.88807874],[1360081.3344017],[0.0107851],[0.02036311],[4994917.2309051],[2998113.35784623],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1106,[2.91053813],[2405.18517604],3000000.0,[0.],[2.331231e-05],[3.39648779],[1187.51038697],[2230713.38197194],[1.89790357],[-781067.03851217],[0.0107082],[0.02032314],[4995803.3107685],[2999174.44374147],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1107,[2.91789066],[2405.18517604],3000000.0,[0.],[2.34175867e-05],[3.39113934],[1179.97126937],[2220713.38197194],[1.88807866],[1360077.14746523],[0.0107851],[0.02036311],[4994917.22424212],[2998113.38842015],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1108,[2.93069363],[2405.18517604],3000000.0,[0.],[2.347795e-05],[3.39648777],[1187.51035623],[2230713.38197194],[1.89790353],[-781068.35474521],[0.0107082],[0.02032314],[4995803.32297558],[2999174.44632919],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1109,[2.93804615],[2405.18517604],3000000.0,[0.],[2.35832265e-05],[3.39113935],[1179.97127015],[2220713.38197194],[1.88807866],[1360077.97409349],[0.0107851],[0.02036311],[4994917.2486424],[2998113.34060161],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1110,[2.95084918],[2405.18517604],3000000.0,[0.],[2.36435897e-05],[3.39648781],[1187.51040798],[2230713.38197194],[1.8979036],[-781065.26661561],[0.0107082],[0.02032314],[4995803.33729949],[2999174.40189885],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1111,[2.95820169],[2405.18517604],3000000.0,[0.],[2.37488666e-05],[3.39113938],[1179.9713152],[2220713.38197194],[1.88807872],[1360080.24043346],[0.0107851],[0.02036311],[4994917.22864494],[2998113.36680923],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1112,[2.97100468],[2405.18517604],3000000.0,[0.],[2.38092297e-05],[3.39648778],[1187.51037787],[2230713.38197194],[1.89790356],[-781067.44697504],[0.0107082],[0.02032314],[4995803.31358565],[2999174.44543761],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1113,[2.9783572],[2405.18517604],3000000.0,[0.],[2.39145063e-05],[3.39113934],[1179.97126853],[2220713.38197194],[1.88807866],[1360077.30822125],[0.0107851],[0.02036311],[4994917.23097093],[2998113.37553],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1114,[2.99116019],[2405.18517604],3000000.0,[0.],[2.39748696e-05],[3.39648778],[1187.51037022],[2230713.38197194],[1.89790355],[-781067.51114843],[0.0107082],[0.02032314],[4995803.32719947],[2999174.43390825],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1115,[2.99851271],[2405.18517604],3000000.0,[0.],[2.40801462e-05],[3.39113935],[1179.9712828],[2220713.38197194],[1.88807868],[1360078.62380605],[0.0107851],[0.02036311],[4994917.24345397],[2998113.34713463],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074895],[0.],[0.]
1116,[3.01131573],[2405.18517604],3000000.0,[0.],[2.41405094e-05],[3.3964878],[1187.51040042],[2230713.38197194],[1.89790359],[-781065.82511945],[0.0107082],[0.02032314],[4995803.33089976],[2999174.4133534],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1117,[3.01866824],[2405.18517604],3000000.0,[0.],[2.42457862e-05],[3.39113937],[1179.97130288],[2220713.38197194],[1.8880787],[1360079.45717553],[0.0107851],[0.02036311],[4994917.22896322],[2998113.36970661],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1118,[3.03147123],[2405.18517604],3000000.0,[0.],[2.43061493e-05],[3.39648778],[1187.51037521],[2230713.38197194],[1.89790356],[-781067.50176868],[0.0107082],[0.02032314],[4995803.31700451],[2999174.44295073],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1119,[3.03882375],[2405.18517604],3000000.0,[0.],[2.44114259e-05],[3.39113934],[1179.97127174],[2220713.38197194],[1.88807866],[1360077.62744941],[0.0107851],[0.02036311],[4994917.23451151],[2998113.36771295],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1120,[3.05162675],[2405.18517604],3000000.0,[0.],[2.44717891e-05],[3.39648778],[1187.51037856],[2230713.38197194],[1.89790356],[-781067.03933073],[0.0107082],[0.02032314],[4995803.32846902],[2999174.42794403],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1121,[3.05897926],[2405.18517604],3000000.0,[0.],[2.45770658e-05],[3.39113936],[1179.97128868],[2220713.38197194],[1.88807868],[1360078.88001538],[0.0107851],[0.02036311],[4994917.23960547],[2998113.35298232],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1122,[3.07178228],[2405.18517604],3000000.0,[0.],[2.46374289e-05],[3.39648779],[1187.51039387],[2230713.38197194],[1.89790358],[-781066.26643862],[0.0107082],[0.02032314],[4995803.32707008],[2999174.42130687],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1123,[3.07913479],[2405.18517604],3000000.0,[0.],[2.47427057e-05],[3.39113936],[1179.97129449],[2220713.38197194],[1.88807869],[1360078.95845145],[0.0107851],[0.02036311],[4994917.23027646],[2998113.36953392],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1124,[3.09193778],[2405.18517604],3000000.0,[0.],[2.48030689e-05],[3.39648778],[1187.51037572],[2230713.38197194],[1.89790356],[-781067.40039171],[0.0107082],[0.02032314],[4995803.3199861],[2999174.4392471],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1125,[3.0992903],[2405.18517604],3000000.0,[0.],[2.49083455e-05],[3.39113935],[1179.97127596],[2220713.38197194],[1.88807867],[1360077.94776609],[0.0107851],[0.02036311],[4994917.23603485],[2998113.36354621],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1126,[3.1120933],[2405.18517604],3000000.0,[0.],[2.49687086e-05],[3.39648779],[1187.51038291],[2230713.38197194],[1.89790357],[-781066.81463714],[0.0107082],[0.02032314],[4995803.32827208],[2999174.42582578],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1127,[3.11944582],[2405.18517604],3000000.0,[0.],[2.50739853e-05],[3.39113936],[1179.9712906],[2220713.38197194],[1.88807869],[1360078.92339043],[0.0107851],[0.02036311],[4994917.23707778],[2998113.35737517],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
1128,[3.13224882],[2405.18517604],3000000.0,[0.],[2.51343485e-05],[3.39648779],[1187.51038904],[2230713.38197194],[1.89790357],[-781066.57120406],[0.0107082],[0.02032314],[4995803.32506228],[2999174.42622778],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02035475],[0.01077114],[0.],[0.]
1129,[3.13960134],[2405.18517604],3000000.0,[0.],[2.52396252e-05],[3.39113936],[1179.97128939],[2220713.38197194],[1.88807869],[1360078.67646993],[0.0107851],[0.02036311],[4994917.23173509],[2998113.36813673],0,100000.0,0,0,0,0,[100000.],[100000.],[0.02034496],[0.01074896],[0.],[0.]
